,region_2,withdrawal_mean,payments,status,no. of enterpreneurs per 1000 inhabitants,time_since_create,region_0,region_3,region_1,balance_min,balance_max,credits_mean,unemploymant_rate,status,loan_id
112,1,6117.827956989248,5700,0,116,541,0,1,1,900.0,93928.5,17320.669444444447,4.5,0,5351
113,0,12258.993939393937,2142,0,113,387,0,0,1,900.0,137087.2,14636.958064516128,3.6,0,5861
114,1,5698.2260869565225,3328,0,118,412,0,0,0,500.0,62238.8,10072.95,4.43,0,5450
115,0,3442.224324324325,8049,1,167,477,0,1,0,900.0,57707.2,4877.926785714286,0.43,1,7142
116,0,3739.914666666668,3057,0,108,631,0,0,1,700.0,50774.2,6311.736,4.2,0,6306
117,0,13117.673076923076,6644,0,100,512,1,0,0,400.0,121689.5,21806.935294117644,5.44,0,6272
118,1,3734.134883720931,1683,0,140,385,0,1,1,600.0,53376.7,7692.799999999999,1.96,0,5044
119,0,11648.785507246375,2604,0,167,570,0,1,0,1000.0,144715.3,16817.427450980394,0.43,0,5576
120,1,4812.074074074074,3222,0,132,613,0,0,1,200.0,107692.0,8683.641304347828,2.89,0,7192
121,0,2751.296,6365,0,167,246,0,1,0,1100.0,41703.3,4596.959999999999,0.43,0,5739
122,1,15666.666666666666,8013,0,110,127,0,1,1,600.0,71939.2,6845.750000000001,4.52,0,6526
123,0,5295.116949152543,3703,1,102,511,1,0,0,-2485.5,89733.5,9073.402777777776,5.57,1,5624
124,0,12250.277777777776,7518,1,167,307,0,1,0,200.0,134501.4,13666.85,0.43,1,6244
125,1,10126.164705882353,2026,0,108,521,0,0,1,200.0,134187.4,15032.102040816324,3.49,0,5131
126,0,5137.602083333331,3184,0,167,669,0,1,0,8686.4,64494.1,8867.943859649122,0.43,0,6960
127,1,5060.509803921569,2298,1,124,486,0,0,1,200.0,52658.4,7317.181578947369,2.44,1,6358
128,0,11110.17714285714,7249,0,113,657,0,0,1,300.0,123013.2,16705.18,3.6,0,5418
129,0,6434.8163636363615,5676,0,99,532,1,0,0,300.0,111588.8,20195.84054054054,5.66,0,6598
130,0,13727.819999999998,7984,0,128,429,0,0,1,900.0,122452.2,18972.2875,2.01,0,5464
131,0,1728.3019230769237,434,0,104,550,0,1,1,500.0,41997.9,4204.593617021276,8.23,0,6591
132,0,3325.3518987341777,5269,1,167,683,0,1,0,800.0,39616.2,4591.911666666667,0.43,1,5724
133,1,11019.065116279067,3597,0,107,363,0,1,1,800.0,120071.4,19429.611538461537,5.74,0,6315
134,0,8836.760869565218,4610,0,100,389,1,0,0,1100.0,106144.8,17512.224,5.44,0,5876
135,0,7690.041379310345,3161,1,100,271,1,0,0,-669.7,82784.6,8910.703571428572,5.44,1,6986
136,0,5310.090909090909,1332,0,131,443,0,0,1,700.0,74199.5,13163.365517241378,3.09,0,6294
137,1,6523.961111111112,8975,0,118,336,0,0,0,200.0,69775.9,11733.345454545455,4.43,0,5132
138,0,3011.431428571429,4051,0,128,531,0,0,1,1000.0,43393.0,5482.852380952382,2.01,0,5877
139,1,6506.864285714284,1177,0,111,557,0,0,1,400.0,69893.0,10476.673684210524,1.81,0,6227
140,0,10423.706976744184,7041,1,167,571,0,1,0,-517.7,120806.4,12442.474324324328,0.43,1,7241
141,0,7696.064444444442,3195,0,96,545,1,0,0,1000.0,104676.1,13581.835849056604,4.72,0,6737
142,1,5210.562025316454,5526,0,137,571,0,0,0,900.0,71924.6,11490.66,4.31,0,7004
143,1,3034.446153846154,1728,1,87,604,0,0,1,500.0,46520.1,5169.697727272727,2.94,1,6169
144,0,9781.311111111108,2077,1,113,646,0,0,1,-974.6,127684.9,14426.435555555556,2.68,1,5208
145,0,9938.224000000002,5616,0,81,288,1,0,0,900.0,112839.2,8822.476666666666,7.75,0,6694
146,0,2258.1755102040825,1285,0,97,667,0,1,1,1000.0,41137.4,4776.766037735849,7.07,0,5599
147,0,3766.1105263157897,1322,0,167,568,0,1,0,600.0,56122.8,7781.153658536584,0.43,0,6546
148,0,11973.214285714286,3874,0,100,375,0,1,1,700.0,145318.2,12500.505,7.68,0,5414
149,0,2963.5631578947373,4352,0,112,400,0,0,1,500.0,41876.9,3672.61891891892,2.01,0,5453
150,0,8550.0,1547,0,167,128,0,1,0,200.0,56498.4,8607.3,0.43,0,5740
151,1,6339.340384615382,3312,0,108,518,0,0,1,600.0,130293.2,13041.749999999998,3.49,0,5804
152,1,12381.714285714284,1971,0,145,516,0,1,1,400.0,148093.0,15647.294736842105,2.31,0,6745
153,0,9522.850420168068,4363,0,100,691,1,0,0,400.0,147603.2,16041.951388888883,5.44,0,6950
154,1,8683.520930232555,5275,0,154,693,0,0,0,400.0,94043.3,17293.55652173913,0.59,0,6996
155,0,7760.0,5700,1,96,167,1,0,0,800.0,51242.2,6971.799999999999,4.72,1,5352
156,1,4235.620689655173,3757,0,107,312,0,1,1,200.0,53271.6,7056.204545454547,5.74,0,6151
157,0,3694.549397590361,6893,0,112,503,0,0,1,600.0,67486.0,9398.816216216215,2.01,0,5310
158,1,9026.227999999996,7801,1,105,504,0,1,1,-243.3,92571.3,13214.305263157892,5.72,1,5045
159,0,8862.70588235294,3033,0,167,671,0,1,0,800.0,125887.5,16954.94107142857,0.43,0,6929
160,1,14564.3125,3151,0,109,203,0,0,0,200.0,101793.6,21569.60714285714,5.05,0,5151
161,0,3418.400000000001,1974,0,104,403,0,1,1,700.0,55373.3,7801.575862068966,8.23,0,5212
162,1,1922.373831775701,1817,0,109,616,0,1,1,700.0,43787.3,5670.470731707317,1.86,0,5138
163,1,3393.677477477477,2646,0,124,672,0,0,1,900.0,59898.4,7197.82909090909,2.44,0,5713
164,0,10639.951515151515,6951,0,113,558,0,0,1,200.0,127508.6,10538.953658536588,3.6,0,6704
165,1,2521.3942857142865,1056,0,155,638,0,0,1,700.0,40733.8,4125.163265306122,2.26,0,6474
166,0,7566.666666666667,1241,0,131,125,0,0,1,200.0,49220.3,6735.5777777777785,3.09,0,6676
167,1,11982.083673469388,5814,0,107,576,0,1,1,800.0,151546.9,18070.40597014925,5.74,0,6965
168,1,4487.483333333333,7370,0,120,643,0,1,0,700.0,61993.3,6441.2328125,3.98,0,6725
169,0,8540.6,8260,0,114,160,0,1,1,300.0,51947.2,7095.2,4.48,0,7166
170,0,1881.5528089887648,1000,0,110,658,1,0,0,400.0,39393.9,3840.34375,4.79,0,7138
171,1,6511.843076923075,9689,0,102,541,0,1,1,300.0,79557.6,12116.376315789475,4.12,0,5970
172,1,9120.0,4108,0,141,183,0,0,0,900.0,78713.7,12494.76153846154,0.54,0,6157
173,1,9639.6,4760,0,118,252,0,0,0,1100.0,126077.1,11216.012500000004,4.43,0,6153
174,1,5580.186666666667,1837,0,149,236,0,0,0,1000.0,55576.8,7533.605882352941,3.97,0,5693
175,1,8289.378571428573,1685,0,149,343,0,0,0,500.0,122906.7,11452.434782608696,3.97,0,5922
176,1,15314.145454545454,4485,0,132,179,0,0,0,600.0,107783.7,19481.75833333333,1.85,0,5959
177,1,3835.045454545456,1783,0,124,440,0,1,0,1000.0,46848.9,5691.885294117647,3.6,0,5980
178,1,4079.476470588236,708,0,145,367,0,1,1,600.0,55077.5,5087.997222222222,2.31,0,6764
179,1,5645.975438596491,1889,0,120,489,0,1,0,800.0,71486.0,10959.40303030303,3.98,0,5237
180,1,2906.7959183673483,1431,0,132,431,0,0,0,1000.0,44713.5,3868.085106382978,1.85,0,6726
181,1,10782.16,3931,0,145,160,0,1,1,400.0,71255.7,10950.116666666669,2.31,0,6933
182,0,14689.884210526316,6449,0,110,241,1,0,0,700.0,121713.2,20681.706250000003,4.79,0,5145
183,0,5247.628571428572,3014,0,167,202,0,1,0,300.0,63738.0,9289.213333333337,0.43,0,7008
184,1,12982.432432432432,5242,0,97,484,0,0,1,500.0,128119.4,18056.9125,3.76,0,7227
185,0,10273.433333333332,607,0,100,169,0,1,1,700.0,60863.2,8711.658333333333,7.68,0,6600
186,1,4206.287912087912,4437,0,120,522,0,1,0,900.0,66744.4,7942.118867924531,3.64,0,6712
187,0,7099.076086956522,6436,0,167,476,0,1,0,800.0,108575.3,20382.05588235294,0.43,0,7057
188,1,8530.528070175435,7223,0,154,689,0,0,0,200.0,124900.7,22177.26170212766,0.59,0,7176
189,0,29640.85714285714,6998,0,167,156,0,1,0,200.0,104039.9,21108.227272727272,0.43,0,7304
190,1,5808.711111111113,3159,0,109,460,0,1,1,800.0,69530.4,9919.538709677418,1.86,0,6362
191,0,25000.0,2051,0,90,188,0,1,1,900.0,129607.8,13746.65,9.4,0,5880
192,1,4012.2972972972975,3496,0,125,425,0,0,1,500.0,71527.0,10373.63870967742,2.5,0,6535
193,0,3487.342857142858,4139,0,96,330,1,0,0,300.0,46568.0,5352.908333333333,4.72,0,5449
194,1,13795.579999999998,1671,1,107,230,0,1,0,400.0,159712.8,18483.85769230769,1.54,1,6342
195,1,14230.005714285711,3034,0,120,362,0,1,0,600.0,110447.5,22366.575,3.98,0,5409
196,1,15534.5,5091,0,105,488,0,1,1,200.0,143453.3,20764.9109375,5.72,0,6955
197,1,4580.63829787234,3161,0,140,356,0,1,1,500.0,58022.1,9973.764,1.96,0,6985
198,0,1842.25,1522,0,90,290,0,1,1,500.0,33555.4,3179.5086956521745,9.4,0,5125
199,1,6866.666666666667,5746,1,154,129,0,0,0,600.0,43259.7,6195.533333333334,0.59,1,5805
200,0,7135.509090909091,1299,0,167,173,0,1,0,700.0,65769.6,10761.475,0.43,0,6185
201,0,9440.655555555555,6032,0,110,309,1,0,0,400.0,109774.3,18197.28571428571,4.79,0,7243
202,0,5883.09736842105,4060,0,100,552,1,0,0,300.0,71138.8,12922.227027027027,5.44,0,6403
203,1,5822.04347826087,2332,0,108,519,0,0,1,500.0,82352.4,9539.813333333332,3.49,0,6578
204,0,10938.728813559324,3874,0,108,569,0,0,1,300.0,122342.1,13338.337999999998,4.2,0,5413
205,0,10931.103448275862,4363,0,108,569,0,0,1,300.0,119752.3,13282.386,4.2,0,6949
206,1,9378.611538461537,3198,0,123,272,0,1,0,400.0,128539.4,16177.397142857148,2.07,0,6545
207,0,11983.0,4845,0,100,164,1,0,0,600.0,102665.9,14073.042857142857,5.44,0,6178
208,1,5782.955000000001,3400,0,132,366,0,0,1,400.0,68172.8,10772.44,2.89,0,5160
209,0,8651.42857142857,2089,0,167,476,0,1,0,500.0,110933.4,10958.024561403508,0.43,0,6785
210,0,12692.14705882353,6450,0,110,348,1,0,0,400.0,112363.1,21228.227272727272,4.79,0,6540
211,1,7985.203389830508,7904,0,120,267,0,1,0,700.0,125386.9,18658.64,3.98,0,6589
212,1,12188.25333333333,2820,0,94,363,0,0,1,200.0,146479.5,18854.3875,5.45,0,5900
213,1,2946.696062992125,2059,0,87,696,0,0,1,500.0,63095.4,8028.005999999999,2.94,0,5999
214,1,2922.8076923076924,424,0,96,283,0,1,1,400.0,44427.9,4421.572727272727,3.95,0,6043
215,1,2654.9848484848494,2752,0,131,601,0,0,1,1100.0,37946.3,3959.488,2.97,0,5482
216,0,11028.75,3745,0,81,154,1,0,0,800.0,116004.2,16579.961538461535,7.75,0,7263
217,1,6494.2361702127655,3583,1,120,551,0,1,0,-36.1,78192.9,8997.414285714287,3.64,1,6013
218,1,6471.394827586204,5271,0,130,672,0,0,0,13097.7,86343.2,16674.810416666667,2.87,0,5750
219,1,22066.666666666668,2569,1,123,167,0,0,0,400.0,89256.9,13988.388888888889,3.26,1,6027
220,0,18200.0,3017,1,108,126,0,0,1,700.0,83619.5,12129.32222222222,4.2,1,6303
221,1,4942.337777777779,3154,0,105,358,0,1,1,700.0,68048.1,9068.926923076924,5.72,0,7213
222,1,3085.5200000000004,935,0,140,405,0,1,1,1000.0,45346.1,4958.146428571429,1.96,0,6659
223,1,12205.881034482756,4845,1,108,392,0,0,1,-2825.2,129626.3,17131.333333333332,3.49,1,6175
224,0,9224.224999999997,2567,0,104,561,0,1,1,700.0,138433.7,16989.97708333333,8.23,0,5610
225,0,13768.077419354831,6336,0,100,579,1,0,0,1100.0,147375.1,18684.47872340425,5.44,0,5563
226,1,3011.8,5925,0,111,326,0,0,1,400.0,42443.7,4581.6407407407405,1.81,0,5989
227,0,10241.703703703704,5161,0,167,215,0,1,0,200.0,108390.1,14307.730434782608,0.43,0,6698
228,0,11259.735849056604,5633,0,108,387,0,0,1,1100.0,139880.9,26091.91153846154,4.2,0,5312
229,0,4868.561403508772,3222,0,102,454,1,0,0,1000.0,61782.0,9834.021875000002,5.57,0,7189
230,0,9566.666666666666,2088,1,81,125,1,0,0,700.0,46487.1,4005.806666666667,7.75,1,6816
231,1,9700.582524271844,3719,0,123,636,0,0,0,900.0,112689.5,25106.97209302325,3.26,0,6137
232,0,5049.245161290322,4492,1,124,303,1,0,0,-3424.6,50124.8,5505.576666666669,7.01,1,5128
233,1,9408.87777777778,4187,0,105,219,0,1,1,600.0,83553.5,12752.429411764706,5.72,0,5470
234,1,8751.140845070418,7719,1,97,693,0,0,1,1000.0,129394.2,13759.673913043482,3.76,1,5593
235,0,9072.133333333331,5194,0,131,433,0,0,1,900.0,88597.4,10919.69,3.09,0,5350
236,0,13115.47407407407,6687,1,167,251,0,1,0,1000.0,130775.0,17416.526086956525,0.43,1,6063
237,1,6436.023529411767,2523,1,123,388,0,1,0,1000.0,58621.4,4202.679310344828,2.07,1,6501
238,0,3577.354430379746,824,0,81,464,1,0,0,300.0,74419.8,10568.796774193546,7.75,0,5452
239,1,6656.611764705884,2523,1,123,388,0,1,0,715.0,58157.5,5264.765217391303,2.07,1,4961
240,1,8972.18636363636,6915,0,107,561,0,1,0,700.0,107069.6,21979.508108108108,1.54,0,4973
241,0,7438.593103448277,2060,0,81,297,1,0,0,300.0,105255.7,11561.24,7.75,0,6190
242,1,5296.902702702701,3677,0,120,521,0,1,0,1100.0,70272.7,7748.148148148148,3.64,0,6715
243,0,16866.666666666668,2770,1,90,139,1,0,0,900.0,77551.0,12213.028571428573,3.74,1,5892
244,1,9930.06896551724,6679,0,109,465,0,1,1,500.0,117827.8,21503.089999999997,1.86,0,6550
245,0,5515.410256410257,4486,0,110,633,1,0,0,500.0,113865.5,8837.951923076924,4.79,0,5706
246,0,11169.73793103448,4738,0,123,561,0,1,1,300.0,109361.9,20623.950000000004,5.39,0,5148
247,1,12580.127659574468,4806,0,135,318,0,1,0,300.0,123928.2,14459.529787234043,1.71,0,6734
248,1,8067.622580645159,6148,0,102,590,0,1,1,1100.0,151062.3,19070.65344827586,4.12,0,6109
249,0,21900.0,4893,0,104,135,0,1,1,1100.0,83783.4,15688.077777777777,8.23,0,6961
250,0,10416.694444444443,3883,0,97,645,0,1,1,700.0,129557.3,13975.695121951228,7.07,0,6810
251,1,12413.172151898736,7500,0,145,578,0,1,1,600.0,126072.0,18340.45789473684,2.31,0,5494
252,0,3032.788652482269,501,0,112,651,0,0,1,500.0,69382.9,10581.04,2.01,0,5311
253,0,5430.335384615382,1930,0,116,544,0,1,1,900.0,119892.5,15197.843750000004,7.61,0,5445
254,0,7066.666666666667,3943,0,96,114,1,0,0,800.0,63263.1,9777.114285714286,4.72,0,5301
255,0,5065.785000000002,529,0,128,410,0,0,1,600.0,64981.1,8717.206896551725,2.01,0,7034
256,1,12550.0,2381,0,119,153,0,1,0,800.0,52782.7,5781.133333333332,2.62,0,6751
257,0,9302.830769230766,6495,0,123,641,0,1,1,1000.0,164648.6,17472.988235294117,5.39,0,6667
258,1,2043.273529411765,680,0,125,482,0,0,1,300.0,43206.0,4044.684615384616,2.5,0,6130
259,0,6051.954838709677,561,0,167,523,0,1,0,200.0,77158.8,12967.817647058824,0.43,0,5429
260,1,4999.71891891892,9268,0,145,343,0,1,1,800.0,62903.5,8397.544444444446,2.31,0,5725
261,1,1662.6708333333331,950,0,140,357,0,1,1,300.0,39514.1,3711.331034482759,1.96,0,6019
262,0,11009.505263157893,2688,0,104,364,0,1,1,900.0,117830.9,16277.060714285715,8.23,0,6421
