client_id,sex,birth_date,disp_id,account_id,disp_type,n_clients,card_avg
3649,WOMAN,1959-10-25,3649,3021,OWNER,1,0
3670,WOMAN,1980-09-17,3670,3037,OWNER,1,0
3687,MAN,1972-02-06,3687,3050,OWNER,2,0
3688,WOMAN,1975-05-02,3688,3050,DISPONENT,2,0
3705,WOMAN,1965-06-04,3705,3064,OWNER,1,0
3730,WOMAN,1945-08-07,3730,3084,OWNER,1,0
3763,WOMAN,1977-08-12,3763,3112,OWNER,2,0
3764,MAN,1978-01-29,3764,3112,DISPONENT,2,0
3767,MAN,1936-09-07,3767,3115,OWNER,2,0
3768,WOMAN,1944-03-04,3768,3115,DISPONENT,2,0
3829,MAN,1972-03-13,3829,3166,OWNER,1,0
3855,MAN,1939-03-20,3855,3189,OWNER,1,0
3907,WOMAN,1954-12-09,3907,3230,OWNER,1,0
4056,WOMAN,1952-07-26,4056,3354,OWNER,1,0
4217,WOMAN,1951-06-25,4217,3489,OWNER,1,0
4352,MAN,1971-07-24,4352,3608,OWNER,1,0
4377,MAN,1978-01-31,4377,3629,OWNER,1,0
4428,MAN,1954-03-09,4428,3674,OWNER,1,0
4433,MAN,1968-02-22,4433,3678,OWNER,1,0
4434,MAN,1964-03-29,4434,3679,OWNER,2,0
4435,WOMAN,1965-10-30,4435,3679,DISPONENT,2,0
4520,WOMAN,1957-06-28,4520,3747,OWNER,1,0
4527,WOMAN,1963-02-04,4527,3752,OWNER,1,0
4529,MAN,1976-09-16,4529,3754,OWNER,2,0
4530,WOMAN,1984-09-18,4530,3754,DISPONENT,2,0
4584,WOMAN,1949-06-24,4584,3804,OWNER,1,0
4620,WOMAN,1940-11-01,4620,3834,OWNER,2,0
4621,MAN,1946-02-10,4621,3834,DISPONENT,2,0
4916,MAN,1939-01-09,4916,4079,OWNER,1,0
4918,MAN,1968-05-06,4918,4081,OWNER,1,0
5133,WOMAN,1959-08-10,5133,4259,OWNER,1,0
5134,WOMAN,1967-07-19,5134,4260,OWNER,1,0
5224,MAN,1949-07-24,5224,4337,OWNER,1,0
5318,MAN,1968-03-28,5318,4413,OWNER,2,0
5319,WOMAN,1964-09-23,5319,4413,DISPONENT,2,0
5320,WOMAN,1951-04-07,5320,4414,OWNER,2,0
5321,MAN,1950-02-01,5321,4414,DISPONENT,2,0
5333,WOMAN,1967-05-29,5333,4423,OWNER,1,0
5337,MAN,1961-05-02,5337,4427,OWNER,2,0
5338,WOMAN,1966-05-25,5338,4427,DISPONENT,2,0
5364,MAN,1964-03-14,5364,4447,OWNER,2,0
5365,WOMAN,1971-05-01,5365,4447,DISPONENT,2,0
5366,WOMAN,1971-09-20,5366,4448,OWNER,2,0
5367,MAN,1979-06-06,5367,4448,DISPONENT,2,0
5384,MAN,1935-07-21,5384,4462,OWNER,1,0
5399,WOMAN,1972-12-27,5399,4476,OWNER,1,0
5433,MAN,1975-09-24,5433,4503,OWNER,1,-10
5517,MAN,1964-03-13,5517,4576,OWNER,1,0
5521,WOMAN,1973-05-15,5521,4580,OWNER,1,0
5526,MAN,1947-03-19,5526,4585,OWNER,2,0
5527,WOMAN,1941-11-28,5527,4585,DISPONENT,2,0
5606,MAN,1980-08-06,5606,4650,OWNER,1,0
5701,WOMAN,1959-11-22,5701,4727,OWNER,1,0
5760,MAN,1948-05-08,5760,4774,OWNER,2,0
5761,WOMAN,1941-05-11,5761,4774,DISPONENT,2,0
5826,MAN,1968-09-09,5826,4825,OWNER,2,0
5827,WOMAN,1975-01-28,5827,4825,DISPONENT,2,0
5858,MAN,1952-07-17,5858,4851,OWNER,2,0
5859,WOMAN,1945-01-29,5859,4851,DISPONENT,2,0
5860,MAN,1964-04-22,5860,4852,OWNER,1,0
5911,MAN,1935-10-03,5911,4894,OWNER,1,0
5928,WOMAN,1970-09-10,5928,4907,OWNER,1,0
5965,MAN,1951-04-10,5965,4937,OWNER,1,0
5977,MAN,1979-05-31,5977,4948,OWNER,1,0
6015,MAN,1973-11-21,6015,4981,OWNER,1,0
6033,MAN,1966-05-27,6033,4994,OWNER,1,0
6034,MAN,1939-08-15,6034,4995,OWNER,1,0
6042,MAN,1963-10-12,6042,5001,OWNER,1,0
6077,WOMAN,1980-04-30,6077,5033,OWNER,1,0
6115,WOMAN,1953-12-25,6115,5066,OWNER,1,0
6178,WOMAN,1940-10-15,6178,5120,OWNER,1,0
6185,WOMAN,1948-03-05,6185,5126,OWNER,2,0
6186,MAN,1952-05-27,6186,5126,DISPONENT,2,0
6299,MAN,1936-08-09,6299,5213,OWNER,1,0
6301,WOMAN,1949-03-08,6301,5215,OWNER,1,0
6317,WOMAN,1957-01-27,6317,5228,OWNER,2,0
6318,MAN,1950-03-05,6318,5228,DISPONENT,2,0
6349,MAN,1972-12-03,6349,5256,OWNER,1,0
6359,MAN,1976-07-06,6359,5263,OWNER,1,0
6367,MAN,1970-04-28,6367,5270,OWNER,1,0
6417,MAN,1950-01-07,6417,5313,OWNER,1,0
6499,MAN,1963-02-01,6499,5385,OWNER,1,0
6544,MAN,1974-08-04,6544,5422,OWNER,2,0
6545,WOMAN,1978-09-09,6545,5422,DISPONENT,2,0
6551,WOMAN,1948-08-12,6551,5428,OWNER,1,0
6567,WOMAN,1978-11-21,6567,5442,OWNER,1,0
6616,MAN,1953-06-18,6616,5481,OWNER,1,0
6691,MAN,1942-10-15,6691,5541,OWNER,1,0
6731,MAN,1943-11-26,6731,5574,OWNER,1,0
6753,MAN,1962-05-23,6753,5593,OWNER,1,0
6789,MAN,1979-03-26,6789,5622,OWNER,1,0
6798,WOMAN,1948-08-03,6798,5628,OWNER,1,0
6803,WOMAN,1980-12-07,6803,5632,OWNER,2,0
6804,MAN,1981-06-07,6804,5632,DISPONENT,2,0
6829,WOMAN,1963-12-24,6829,5650,OWNER,1,0
6895,MAN,1971-06-24,6895,5700,OWNER,1,0
6936,WOMAN,1959-02-27,6936,5735,OWNER,1,0
6946,WOMAN,1970-01-29,6946,5742,OWNER,1,0
6987,MAN,1968-01-29,6987,5774,OWNER,1,0
7010,MAN,1967-06-30,7010,5794,OWNER,2,0
7011,WOMAN,1961-04-14,7011,5794,DISPONENT,2,0
7127,MAN,1957-09-29,7127,5891,OWNER,1,0
7166,MAN,1964-05-13,7166,5927,OWNER,1,0
7195,MAN,1962-09-11,7195,5952,OWNER,1,0
7241,WOMAN,1957-09-06,7241,5991,OWNER,1,0
7286,WOMAN,1970-02-10,7286,6030,OWNER,1,0
7291,WOMAN,1940-12-02,7291,6034,OWNER,1,0
7299,MAN,1938-09-16,7299,6040,OWNER,1,0
7311,MAN,1949-05-18,7311,6051,OWNER,1,0
7390,MAN,1937-11-04,7390,6118,OWNER,1,0
7422,MAN,1958-11-26,7422,6148,OWNER,2,0
7423,WOMAN,1964-09-08,7423,6148,DISPONENT,2,0
7521,WOMAN,1960-02-09,7521,6226,OWNER,1,0
7576,MAN,1962-07-10,7576,6273,OWNER,1,0
7594,WOMAN,1949-04-07,7594,6289,OWNER,1,0
7672,MAN,1953-04-05,7672,6353,OWNER,1,0
7678,MAN,1962-04-07,7678,6358,OWNER,1,0
7683,MAN,1946-04-01,7683,6363,OWNER,1,0
7723,WOMAN,1966-06-14,7723,6397,OWNER,2,0
7724,MAN,1968-02-23,7724,6397,DISPONENT,2,0
7727,WOMAN,1958-06-13,7727,6400,OWNER,1,0
7753,WOMAN,1978-09-23,7753,6425,OWNER,1,0
7765,WOMAN,1958-02-24,7765,6434,OWNER,1,0
7814,WOMAN,1976-01-06,7814,6472,OWNER,1,0
7815,WOMAN,1946-01-19,7815,6473,OWNER,1,0
7914,WOMAN,1966-10-24,7914,6555,OWNER,1,0
7980,MAN,1976-08-08,7980,6609,OWNER,1,0
8076,WOMAN,1950-07-27,8076,6688,OWNER,1,0
8091,MAN,1971-02-10,8091,6701,OWNER,1,0
8105,MAN,1963-03-12,8105,6715,OWNER,1,0
8130,WOMAN,1976-05-08,8130,6738,OWNER,1,0
8359,MAN,1979-12-06,8359,6924,OWNER,1,0
8366,WOMAN,1960-05-21,8366,6930,OWNER,1,0
8432,WOMAN,1968-01-06,8432,6985,OWNER,2,0
8433,MAN,1961-09-11,8433,6985,DISPONENT,2,0
8598,WOMAN,1957-12-31,8598,7123,OWNER,1,0
8610,WOMAN,1948-05-02,8610,7133,OWNER,2,0
8611,MAN,1948-10-26,8611,7133,DISPONENT,2,0
8615,WOMAN,1939-04-13,8615,7136,OWNER,1,0
8670,WOMAN,1943-01-07,8670,7184,OWNER,1,0
8677,MAN,1955-08-14,8677,7190,OWNER,2,0
8678,WOMAN,1962-07-12,8678,7190,DISPONENT,2,0
9173,MAN,1945-02-04,8865,7401,OWNER,2,0
9174,WOMAN,1940-10-09,8866,7401,DISPONENT,2,0
9196,WOMAN,1939-04-23,8888,7418,OWNER,1,0
9226,WOMAN,1939-12-25,8918,7445,OWNER,1,0
9236,WOMAN,1956-05-07,8928,7454,OWNER,1,0
9273,WOMAN,1955-08-26,8965,7485,OWNER,2,0
9274,MAN,1958-04-05,8966,7485,DISPONENT,2,0
9316,WOMAN,1958-10-26,9008,7523,OWNER,1,0
9346,MAN,1972-12-10,9038,7546,OWNER,1,0
9366,MAN,1975-06-26,9058,7562,OWNER,1,0
9417,MAN,1949-03-08,9109,7606,OWNER,1,0
9418,MAN,1950-04-10,9110,7607,OWNER,2,0
9419,WOMAN,1950-11-09,9111,7607,DISPONENT,2,0
9427,WOMAN,1970-11-09,9119,7614,OWNER,2,0
9428,MAN,1965-05-09,9120,7614,DISPONENT,2,0
9593,WOMAN,1968-01-28,9285,7753,OWNER,1,0
9606,MAN,1949-02-16,9298,7765,OWNER,1,0
9611,MAN,1958-05-27,9303,7769,OWNER,1,0
9641,MAN,1945-01-26,9333,7795,OWNER,2,0
9642,WOMAN,1937-09-03,9334,7795,DISPONENT,2,0
9663,MAN,1945-09-24,9355,7815,OWNER,2,0
9664,WOMAN,1944-11-13,9356,7815,DISPONENT,2,0
9670,MAN,1948-05-04,9362,7819,OWNER,1,0
9675,WOMAN,1970-02-19,9367,7824,OWNER,1,0
9702,WOMAN,1951-11-16,9394,7844,OWNER,1,0
9715,WOMAN,1977-11-30,9407,7857,OWNER,1,0
9717,WOMAN,1952-11-10,9409,7859,OWNER,2,0
9718,MAN,1959-02-03,9410,7859,DISPONENT,2,0
9721,MAN,1954-12-05,9413,7861,OWNER,1,0
9798,WOMAN,1950-03-02,9490,7926,OWNER,1,0
9844,MAN,1945-08-03,9536,7965,OWNER,2,0
9845,WOMAN,1943-06-15,9537,7965,DISPONENT,2,0
9915,MAN,1967-07-10,9607,8027,OWNER,1,0
9930,MAN,1972-06-23,9622,8039,OWNER,1,0
9933,MAN,1941-10-15,9625,8041,OWNER,1,0
9945,WOMAN,1968-04-14,9637,8051,OWNER,2,0
9946,MAN,1960-04-20,9638,8051,DISPONENT,2,0
9973,WOMAN,1945-10-03,9665,8073,OWNER,1,0
9995,MAN,1958-07-07,9687,8092,OWNER,1,0
10040,WOMAN,1968-10-30,9732,8127,OWNER,2,0
10041,MAN,1968-04-17,9733,8127,DISPONENT,2,0
10043,MAN,1965-10-29,9735,8129,OWNER,1,0
10076,WOMAN,1969-12-25,9768,8159,OWNER,2,0
10077,MAN,1973-06-27,9769,8159,DISPONENT,2,0
10095,WOMAN,1976-02-06,9787,8173,OWNER,2,0
10096,MAN,1978-01-05,9788,8173,DISPONENT,2,0
10198,MAN,1976-05-24,9890,8260,OWNER,2,0
10199,WOMAN,1979-08-13,9891,8260,DISPONENT,2,0
10200,WOMAN,1980-02-16,9892,8261,OWNER,2,0
10201,MAN,1985-10-19,9893,8261,DISPONENT,2,0
10269,WOMAN,1940-05-11,9961,8316,OWNER,1,0
10275,WOMAN,1970-01-25,9967,8321,OWNER,2,0
10276,MAN,1976-11-16,9968,8321,DISPONENT,2,0
10282,MAN,1979-06-19,9974,8327,OWNER,1,0
10287,WOMAN,1962-09-03,9979,8330,OWNER,2,0
10288,MAN,1959-06-07,9980,8330,DISPONENT,2,0
10350,WOMAN,1961-09-14,10042,8377,OWNER,2,0
10351,MAN,1958-11-10,10043,8377,DISPONENT,2,0
10382,WOMAN,1965-02-17,10074,8405,OWNER,1,0
10389,WOMAN,1943-08-15,10081,8411,OWNER,1,0
10459,WOMAN,1964-08-09,10151,8475,OWNER,1,0
10475,WOMAN,1948-08-28,10167,8489,OWNER,2,0
10476,MAN,1950-12-04,10168,8489,DISPONENT,2,0
10479,WOMAN,1955-10-20,10171,8492,OWNER,1,0
10510,WOMAN,1945-01-26,10202,8519,OWNER,2,0
10511,MAN,1950-01-15,10203,8519,DISPONENT,2,0
10528,WOMAN,1952-02-16,10220,8533,OWNER,1,0
10543,WOMAN,1945-02-23,10235,8547,OWNER,1,0
10555,MAN,1935-12-15,10247,8558,OWNER,1,0
10563,MAN,1949-01-07,10255,8564,OWNER,2,0
10564,WOMAN,1954-03-19,10256,8564,DISPONENT,2,0
10566,WOMAN,1942-11-09,10258,8566,OWNER,1,0
10636,MAN,1971-08-03,10328,8625,OWNER,1,0
10702,MAN,1938-05-03,10394,8680,OWNER,2,0
10703,WOMAN,1943-04-28,10395,8680,DISPONENT,2,0
10818,MAN,1972-08-04,10510,8776,OWNER,1,0
10963,MAN,1944-06-15,10655,8899,OWNER,1,0
11050,WOMAN,1957-05-04,10742,8972,OWNER,1,0
11063,WOMAN,1955-11-04,10755,8982,OWNER,2,0
11064,MAN,1953-07-09,10756,8982,DISPONENT,2,0
11093,MAN,1959-01-29,10785,9006,OWNER,1,0
11105,WOMAN,1957-02-01,10797,9017,OWNER,1,0
11114,MAN,1952-07-26,10806,9024,OWNER,1,0
11121,WOMAN,1971-04-10,10813,9030,OWNER,2,0
11122,MAN,1979-06-10,10814,9030,DISPONENT,2,0
11126,WOMAN,1965-01-22,10818,9034,OWNER,1,0
11195,MAN,1953-12-05,10887,9093,OWNER,1,0
11208,WOMAN,1957-03-05,10900,9104,OWNER,1,0
11314,MAN,1936-06-02,11006,9188,OWNER,1,0
11327,MAN,1947-10-21,11019,9199,OWNER,1,0
11372,MAN,1961-09-28,11064,9236,OWNER,1,0
11409,WOMAN,1980-05-02,11101,9265,OWNER,1,0
11461,MAN,1974-07-08,11153,9307,OWNER,1,0
11497,WOMAN,1959-07-17,11189,9337,OWNER,1,0
11574,WOMAN,1944-04-20,11266,9403,OWNER,1,0
11596,WOMAN,1940-12-04,11288,9422,OWNER,1,0
11662,MAN,1972-04-03,11354,9472,OWNER,1,0
11685,WOMAN,1965-07-23,11377,9493,OWNER,1,0
11709,MAN,1961-08-03,11401,9510,OWNER,2,0
11710,WOMAN,1967-06-19,11402,9510,DISPONENT,2,0
11754,MAN,1966-11-03,11446,9548,OWNER,1,0
11794,WOMAN,1970-10-07,11486,9583,OWNER,2,0
11795,MAN,1977-02-23,11487,9583,DISPONENT,2,0
11804,MAN,1944-12-12,11496,9591,OWNER,1,0
11851,MAN,1970-04-02,11543,9627,OWNER,1,0
11866,MAN,1937-09-02,11558,9640,OWNER,2,0
11867,WOMAN,1934-11-19,11559,9640,DISPONENT,2,0
11873,WOMAN,1963-11-20,11565,9645,OWNER,1,0
11886,WOMAN,1941-09-13,11578,9656,OWNER,1,0
11978,MAN,1971-10-09,11670,9731,OWNER,2,0
11979,WOMAN,1977-12-09,11671,9731,DISPONENT,2,0
12003,MAN,1976-06-23,11695,9750,OWNER,1,0
12050,MAN,1943-05-30,11742,9790,OWNER,2,0
12051,WOMAN,1936-09-30,11743,9790,DISPONENT,2,0
12079,WOMAN,1972-08-12,11771,9814,OWNER,1,0
12095,MAN,1939-02-27,11787,9828,OWNER,1,0
12102,WOMAN,1968-09-07,11794,9833,OWNER,1,0
12144,MAN,1980-11-23,11836,9869,OWNER,2,0
12145,WOMAN,1982-06-25,11837,9869,DISPONENT,2,0
12181,MAN,1961-08-19,11873,9897,OWNER,1,0
12220,WOMAN,1971-11-12,11912,9928,OWNER,2,0
12221,MAN,1971-02-24,11913,9928,DISPONENT,2,0
12303,WOMAN,1974-04-05,11995,10001,OWNER,1,0
12325,MAN,1964-10-30,12017,10019,OWNER,1,0
12396,WOMAN,1970-01-17,12088,10079,OWNER,2,0
12397,MAN,1973-06-02,12089,10079,DISPONENT,2,0
12416,MAN,1973-05-30,12108,10093,OWNER,2,0
12417,WOMAN,1974-01-03,12109,10093,DISPONENT,2,0
12432,MAN,1965-03-07,12124,10105,OWNER,1,0
12464,MAN,1959-12-17,12156,10131,OWNER,1,0
12625,MAN,1958-12-07,12317,10266,OWNER,1,0
12662,MAN,1953-06-01,12354,10297,OWNER,1,0
12695,MAN,1979-03-16,12387,10320,OWNER,1,0
12754,MAN,1960-08-20,12446,10364,OWNER,2,0
12755,WOMAN,1959-11-01,12447,10364,DISPONENT,2,0
12810,MAN,1964-10-14,12502,10411,OWNER,1,10
12840,MAN,1939-07-27,12532,10436,OWNER,1,0
12843,MAN,1953-05-05,12535,10439,OWNER,1,0
12844,MAN,1946-10-15,12536,10440,OWNER,1,0
12859,WOMAN,1976-05-21,12551,10451,OWNER,1,0
12943,MAN,1970-10-12,12635,10520,OWNER,1,10
13071,MAN,1956-02-18,12763,10630,OWNER,1,0
13113,MAN,1976-11-25,12805,10663,OWNER,1,0
13190,MAN,1956-11-28,12882,10728,OWNER,1,0
13201,MAN,1937-05-17,12893,10738,OWNER,1,0
13231,MAN,1959-07-01,12923,10762,OWNER,1,0
13260,WOMAN,1977-05-27,12952,10788,OWNER,1,0
13380,MAN,1942-09-18,13072,10884,OWNER,1,0
13412,MAN,1954-03-20,13104,10911,OWNER,1,0
13447,WOMAN,1970-05-05,13139,10940,OWNER,2,0
13448,MAN,1968-07-08,13140,10940,DISPONENT,2,0
13451,WOMAN,1955-11-18,13143,10942,OWNER,1,0
13480,MAN,1953-06-01,13172,10963,OWNER,1,0
13490,WOMAN,1969-05-25,13182,10973,OWNER,1,0
13539,MAN,1978-09-07,13231,11013,OWNER,1,0
13548,MAN,1976-03-18,13240,11021,OWNER,1,0
13576,MAN,1974-07-07,13268,11042,OWNER,1,0
13590,MAN,1977-08-03,13282,11054,OWNER,1,0
13603,MAN,1941-07-28,13295,11065,OWNER,1,0
13657,WOMAN,1963-05-12,13349,11111,OWNER,2,0
13658,MAN,1957-04-23,13350,11111,DISPONENT,2,0
13687,MAN,1959-05-23,13379,11135,OWNER,1,0
13690,MAN,1963-05-16,13382,11138,OWNER,1,0
13750,WOMAN,1980-11-13,13442,11186,OWNER,2,0
13751,MAN,1979-07-20,13443,11186,DISPONENT,2,0
13845,MAN,1973-02-16,13537,11265,OWNER,1,0
13955,WOMAN,1945-10-30,13647,11349,OWNER,2,0
13956,MAN,1943-04-06,13648,11349,DISPONENT,2,0
13968,MAN,1968-04-13,13660,11359,OWNER,1,0
13971,WOMAN,1962-10-19,13663,11362,OWNER,1,0
